MAP_ID,IN_JAN,IN_FEB,IN_MAR,IN_APR,IN_MAY,IN_JUN,IN_JUL,IN_AUG,IN_SEP,IN_OCT,IN_NOV,IN_DEC,DESC_ALERT,DESC_FIRE,DESC_OTHER,DESC_NEW,NB_UNITS,Median_NrIncidentsLastWeek,Median_NrIncidentsLastMonth,Median_NrCrimesLastWeek,Median_NrCrimesLastMonth,Median_NrIncidentsLastWeekPast,Median_NrIncidentsLastMonthPast,Median_NrCrimesLastWeekPast,Median_NrCrimesLastMonthPast,NB_PROPERTIES,FLOORS,HOUSINGS,YEAR_CONSTRUCTION,LAND_AREA,BUILDING_AREA,USAGE_LOGEMENT,CATEGORY_REGULAR,CATEGORY_CONDOMINIUM,NB_INCIDENTS
23-29,0.154,0,0.154,0.077,0.077,0.154,0,0,0,0.308,0,0.077,1,0,0,0,3,0,0,0,0,0,0,0,0,134,2,1,1969,526.5,157,0.993,1,0,13
23-30,0.286,0.143,0.143,0,0,0,0,0,0,0.286,0,0.143,0.857,0.143,0,0,3,0,0,0,0,0,0,0,0,190,2,1,1972,557,179,0.995,1,0,7
23-31,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0.6,0.4,0,0,4,0,0,0,0,0,0,0,0,133,2,1,1964,561,157,0.985,1,0,5
23-32,0.037,0,0.222,0.037,0.111,0.407,0.074,0.037,0.037,0.037,0,0,0.593,0.111,0.296,0,3,0,0,0,0,0,0,0,0,110,2,1,1965,557,158,0.891,1,0,27
23-33,0.04,0.08,0.08,0.093,0.133,0.04,0.08,0.067,0.16,0.08,0.12,0.027,0.893,0.04,0.067,0,3,0,1,0,0,0,1,0,0,6,1.5,1,1977,10693.5,4126.5,0,1,0,75
23-34,0.08,0.12,0.24,0.08,0.08,0.16,0,0.08,0,0.04,0.08,0.04,0.8,0.12,0.08,0,3,0,1,0,0,0,0,0,0,32,2,1,1965.5,161,902.5,0.438,0.875,0.125,25
23-35,0.083,0,0.333,0.083,0.167,0,0,0,0.25,0.083,0,0,0.75,0.083,0.167,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
23-36,0.125,0.125,0.188,0,0.063,0.063,0.188,0.063,0,0.063,0.063,0.063,0.875,0,0.125,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
23-37,0.059,0.118,0.059,0.059,0.118,0.059,0.059,0,0.059,0.118,0.118,0.176,0.706,0,0.294,0,4,0,0,0,0,0,0,0,0,4,1,1,1974,14704.5,1695.5,0,1,0,17
23-38,0.143,0,0,0,0.143,0.143,0.429,0,0.143,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,45,2,1,2000,516,169,0.867,1,0,7
23-39,0.111,0,0.111,0,0,0.111,0.111,0.222,0,0.111,0.111,0.111,1,0,0,0,3,0,0,0,0,0,0,0,0,30,2,1,2000,551,201.5,0.7,1,0,9
23-40,0.167,0.167,0,0.056,0.167,0.222,0.111,0,0.111,0,0,0,0.611,0.111,0.278,0,4,0,0,0,0,0,0,0,0,3,2,1,1998,61050,6925,0,1,0,18
23-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2002,46063,15672,0,1,0,0
23-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1996,24491,201,0,1,0,0
23-43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,1966,7059.5,160,0.5,1,0,1
23-49,0,0,0,0.167,0.333,0.333,0,0,0,0.167,0,0,1,0,0,0,3,0,0.5,0,0,0,0,0,0,2,2,1,2006.5,1866090.5,201,0,1,0,6
23-50,0.25,0,0,0,0,0,0,0,0.5,0.25,0,0,0.75,0.25,0,0,4,0,0,0,0,0,0,0,0,1,7,1,1972,159589,201,0,1,0,4
23-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1989,32115.5,201,0,1,0,0
23-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2005,29816,201,0,1,0,0
23-55,0.263,0.053,0,0.211,0,0,0.158,0.105,0,0.053,0.053,0.105,0.842,0.053,0.105,0,4,0,0,0,0,0,0,0,0,7,1,1,1968,13455,5991,0,1,0,19
23-56,0,0.143,0,0,0.143,0,0,0,0.143,0,0.286,0.286,1,0,0,0,3,0,0,0,0,0,0,0,0,56,2,1,1952,191,186,0.804,0.661,0.339,7
23-57,0.042,0.125,0.042,0.083,0.083,0.083,0.125,0.042,0.083,0.083,0.167,0.042,0.833,0,0.167,0,3,0,0,0,0,0,0,0,0,10,1,1,1967,6059,2447.5,0,0.8,0.2,24
23-58,0.214,0.143,0.071,0.071,0,0.071,0.143,0,0.071,0,0.214,0,0.929,0,0.071,0,4,0,0,0,0,0,0,0,0,16,1.5,1,1967,6013.5,1061.5,0,1,0,14
23-62,0,0,0.333,0,0,0,0,0.333,0.333,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-63,0.114,0.023,0.068,0.068,0.114,0.068,0.091,0.045,0.068,0.114,0.136,0.091,0.909,0.023,0.068,0,4,0,1,0,0,0,1,0,0,84,2,1,1968,372,201,0.726,0.524,0.476,44
23-64,0.069,0.103,0.069,0.103,0.034,0.069,0.207,0,0.103,0.138,0.034,0.069,0.759,0.138,0.103,0,3,0,0,0,1,0,0,0,1,160,2,1,1963,485.5,239,0.938,1,0,29
23-65,0,0,0,0,0.375,0.125,0,0.25,0,0.125,0.125,0,1,0,0,0,3,0,0,0,0,0,0,0,0,180,2,1,1969.5,502,222,0.939,1,0,8
23-66,0.037,0,0.074,0.074,0.074,0.074,0.074,0.074,0.185,0.148,0.037,0.148,0.704,0.148,0.148,0,3,0,0,0,0,0,0,0,0,149,2,1,1956,423,201,0.953,1,0,27
23-67,0.182,0.07,0.098,0.077,0.07,0.049,0.084,0.056,0.077,0.126,0.028,0.084,0.811,0.154,0.035,0,3,0,2,0,1,0,2,0,1,150,2,3,1953,331.5,212.5,0.947,0.98,0.02,143
23-68,0.211,0.053,0.105,0.105,0,0,0,0.105,0.105,0.053,0.105,0.158,0.632,0.158,0.211,0,3,0,0,0,0,0,0,0,0,150,2,2,1952,305,199,1,1,0,19
23-69,0.13,0.022,0.065,0.13,0.152,0.109,0.022,0.043,0.109,0.043,0.13,0.043,0.848,0.065,0.087,0,4,0,0,0,1,0,0,0,1,161,2,2,1952,324,201,0.938,0.851,0.149,46
23-70,0.176,0,0.059,0.118,0.118,0.118,0.118,0.235,0.059,0,0,0,0.706,0,0.294,0,3,0,0,0,1,0,0,0,0,131,2,2,1935,266,220,0.992,0.824,0.176,17
23-71,0.096,0.041,0.068,0.068,0.082,0.055,0.11,0.096,0.11,0.11,0.027,0.137,0.918,0.041,0.041,0,3,0,1,0,0,0,1,0,1,181,2,1,1928,219,169,0.95,0.823,0.177,73
23-72,0.036,0.018,0.018,0.054,0.054,0.107,0.232,0.179,0.089,0.089,0.036,0.089,0.804,0.089,0.107,0,3,0,1,0,1,0,1,0,1,253,2,1,1923,223,189,0.885,0.775,0.225,56
23-73,0.088,0.059,0.088,0,0.059,0.088,0.118,0.029,0.206,0,0.147,0.118,0.824,0.029,0.147,0,3,0,0,0,1,0,0,0,1,380,2,2,1915,195.5,231.5,0.939,0.797,0.203,34
23-74,0.076,0.091,0.136,0.091,0.106,0.015,0.076,0.121,0.045,0.121,0.106,0.015,0.682,0.076,0.242,0,3,0,1,0,2,0,1,0,1,263,2,2,1954,197,201,0.924,0.605,0.395,66
23-75,0.1,0,0.05,0.05,0.2,0.05,0.1,0.05,0.15,0.15,0.1,0,0.35,0.1,0.55,0,2,0,0,0,1,0,0,0,1,140,2,2,1923,209,208,0.964,0.943,0.057,20
23-76,0,0.4,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,1,0,1,0,0,1,1,0,0,0,1,24,2,1,2007,43.5,201,0.417,0.375,0.625,5
23-77,0.1,0,0.075,0.1,0.05,0.075,0.175,0.175,0.15,0.05,0.05,0,0.675,0.225,0.1,0,4,0,1,0,1,0,1,0,1,180,2,1,1915,141,201,0.878,0.661,0.339,40
23-78,0.045,0.015,0.134,0.045,0.134,0.045,0.075,0.134,0.119,0.06,0.104,0.09,0.687,0.075,0.239,0,3,0,1,0,1,0,1,0,1,325,2,1,1986,82,201,0.948,0.452,0.548,67
23-79,0.143,0,0.214,0.071,0.071,0,0,0.214,0.143,0,0.143,0,0.643,0.071,0.286,0,4,0,0,0,0,0,0,0,0.5,58,2,1,2015,42.5,201,0.776,0.172,0.828,14
23-80,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.4,0,0.2,0.8,0,3,0,0,0,0,0,0,0,0,4,1,1,1936,4616,3007.5,0,1,0,5
23-81,0.036,0.055,0.036,0.036,0.145,0.091,0.109,0.109,0.127,0.073,0.127,0.055,0.927,0,0.073,0,4,0,1,0,0,0,1,0,0,118,2,1,1946,155.5,201,0.958,0.5,0.5,55
23-82,0.078,0.068,0.029,0.165,0.068,0.039,0.078,0.097,0.155,0.049,0.097,0.078,0.806,0.078,0.117,0,4,0,1,0,2,0,1,0,2,403,2,1,1938,132,221,0.958,0.469,0.531,103
23-83,0,0.026,0.079,0.211,0.158,0.105,0.026,0.105,0.026,0.053,0.105,0.105,0.5,0,0.5,0,1.5,0,1,0,1,0,0,0,1,66,2,1,1929,246,406,0.939,0.742,0.258,38
23-85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-86,0,0.167,0.167,0,0,0,0.333,0,0.167,0.167,0,0,0.833,0,0.167,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23-87,0.125,0.042,0.083,0,0.125,0.167,0.125,0.125,0,0.167,0,0.042,0.792,0,0.208,0,2,0,0,0,0,0,0,0,0,4,2,1,1986.5,3502,3945.5,0,1,0,24
23-88,0.1,0.05,0.05,0.05,0.1,0,0.05,0.15,0.15,0.05,0.25,0,0.25,0.05,0.7,0,2,0,0,0,0,0,0,0,0,13,2,1,1968,1819,201,0,1,0,20
24-14,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,2,1,1974,2588.5,208,0.75,1,0,4
24-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1944,5000,201,1,1,0,0
24-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1951,879,85,1,1,0,0
24-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,1,1968,810,180,0.667,1,0,0
24-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,2011,82,201,0.967,0.067,0.933,0
24-24,0,0.071,0,0,0.214,0.214,0,0.143,0,0.071,0.071,0.214,0.643,0.071,0.286,0,3,0,0.5,0,0,0,0,0,0,212,2,1,1988,295.5,201,0.981,0.443,0.557,14
24-25,0.043,0.043,0,0.087,0.174,0.043,0.043,0.174,0.043,0.13,0.13,0.087,0.739,0.087,0.174,0,3,0,0,0,0,0,0,0,0,211,2,1,1991,521,195,0.962,0.801,0.199,23
24-26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,158,2,1,1992,495.5,203.5,0.943,1,0,1
24-27,0,0.25,0,0.25,0,0,0,0,0,0,0,0.5,0.75,0,0.25,0,3,0,0,0,0,0,0,0,0,215,1,1,1963,612,107,0.972,1,0,4
24-28,0,0,0,0,0.4,0.6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,148,2,1,1978,557,140,0.993,1,0,5
24-29,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,165,2,1,1973,536,159,0.97,1,0,1
24-30,0,0,0,0,0,0.333,0,0.333,0,0,0,0.333,1,0,0,0,3,0,0,0,0,0,0,0,0,131,2,1,1968,530,157,0.985,1,0,3
24-31,0,0.111,0,0.111,0.111,0.111,0.111,0.111,0,0.333,0,0,0.778,0,0.222,0,3,0,0,0,0,0,0,0,0,140,2,1,1968,557,179,0.929,1,0,9
24-32,0.143,0,0.048,0.095,0.143,0,0.19,0.095,0.095,0,0.143,0.048,0.429,0.095,0.476,0,3,0,0,0,0,0,0,0,1,71,1,1,1965,593,143,0.873,1,0,21
24-33,0.167,0.083,0.083,0,0,0.083,0.083,0,0,0.25,0.167,0.083,0.917,0,0.083,0,3,0,0,0,0,0,0,0,0,110,1,1,1966,613,145.5,0.836,1,0,12
24-34,0,0,0,0,0.429,0,0,0.143,0.143,0,0.143,0.143,0.714,0.286,0,0,3,0,0,0,0,0,0,0,0,16,1,1,1972,5656,201,0.438,1,0,7
24-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1990,14583,201,0,1,0,0
24-36,0.2,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0.8,0,0.2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
24-37,0.154,0.103,0.077,0.077,0.154,0.026,0.154,0.077,0.026,0,0.103,0.051,0.846,0.026,0.128,0,4,0,0,0,0,0,0,0,0,2,1,1,1963.5,21494,6584.5,0,1,0,39
24-38,0.263,0,0,0.053,0,0.263,0,0,0.263,0.105,0.053,0,0.789,0.211,0,0,4,0,0,0,0,0,0,0,0,4,1,1,1967.5,7681,1480,0,1,0,19
24-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1971,5312,1593,0,0.867,0.133,0
24-40,0.143,0.048,0,0.048,0.19,0.048,0.143,0,0.095,0.095,0.143,0.048,0.952,0,0.048,0,3,0,0,0,0,0,0,0,0,5,1,1,2000,21917,201,0,1,0,21
24-41,0.286,0.143,0,0,0,0.286,0,0.143,0,0.143,0,0,0.857,0,0.143,0,4,0,0,0,0,0,0,0,0,3,2,1,1992,8708,439,0,1,0,7
24-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2001,15251,201,0,1,0,0
24-55,0,0.313,0.063,0.188,0.063,0,0.063,0.188,0,0.063,0.063,0,0.688,0.125,0.188,0,3.5,0,0,0,1,0,0,0,1,11,1,1,1973,7009,2252,0,1,0,16
24-56,0,0,0,0.2,0,0,0.2,0,0,0.2,0.2,0.2,0.4,0,0.6,0,2,0,0,0,0,0,0,0,0,8,1,1,1964,5455.5,2894,0,1,0,5
24-57,0,0.148,0.111,0.111,0.111,0.148,0.111,0,0.074,0.111,0.037,0.037,0.963,0,0.037,0,3,0,0,0,0,0,0,0,0,11,1,1,1963,6466,3411,0,1,0,27
24-58,0.043,0.043,0.043,0,0.13,0.087,0.13,0.13,0.087,0.13,0,0.174,0.348,0.13,0.522,0,4,0,0,0,0,0,0,0,0,5,1,1,1975,24842,13731,0,1,0,23
24-63,0,0,0,0,0,0.667,0.333,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,1,53,2,1,1980,613,287,0.925,1,0,3
24-64,0.179,0.103,0.154,0.051,0.128,0.051,0.103,0.051,0,0.051,0.077,0.051,0.692,0.077,0.231,0,4,0,0,0,0,0,0,0,0,646,2,1,1981,53,201,0.816,0.262,0.738,39
24-65,0,0,0,0.333,0,0.167,0,0,0.333,0.167,0,0,0.833,0.167,0,0,4,0,0,0,0,0,0,0,0,177,2,1,2005,69,201,0.802,0.356,0.644,6
24-66,0.083,0,0.125,0.042,0.167,0.083,0.125,0.125,0.042,0.042,0.083,0.083,0.958,0,0.042,0,3,0,0,0,0,0,0,0,0,163,2,1,1956,467,201,0.945,1,0,24
24-67,0.053,0.067,0.067,0.093,0.12,0.08,0.093,0.08,0.093,0.107,0.027,0.12,0.733,0.12,0.147,0,3,0,1,0,1,0,1,0,1,122,2,1,1955,557,215,0.943,0.934,0.066,75
24-68,0.184,0.115,0.057,0.08,0.08,0.069,0.092,0.057,0.046,0.115,0.023,0.08,0.92,0.023,0.057,0,4,0,1,0,0,0,1,0,0,73,2,2,1952,380,235,0.973,0.986,0.014,87
24-69,0.032,0.065,0.032,0.194,0.032,0.032,0.161,0.097,0.129,0.032,0.065,0.129,0.871,0.032,0.097,0,3,0,0,0,0,0,0,0,0,125,2,1,1949,441,104,0.968,1,0,31
24-70,0,0.067,0,0.067,0.067,0,0.067,0.267,0.133,0.067,0.133,0.133,0.933,0,0.067,0,3,0,0,0,0,0,0,0,0,307,2,1,1935,281,209,0.99,0.899,0.101,15
24-71,0.098,0.024,0.024,0.122,0.073,0.073,0.195,0.122,0.122,0.049,0.024,0.073,0.805,0.098,0.098,0,3,0,1,0,1,0,1,0,1,310,2,1,1932,205.5,210,0.91,0.532,0.468,41
24-72,0.054,0.054,0.108,0.054,0.108,0.108,0.027,0.135,0.216,0.027,0.054,0.054,0.892,0.027,0.081,0,3,0,1,0,0,0,1,0,0,293,2,1,1922,256,171,0.98,0.976,0.024,37
24-73,0.121,0.03,0.121,0.121,0.091,0.061,0.106,0.076,0.076,0.106,0.045,0.045,0.879,0.03,0.091,0,3,0,1,0,1,0,1,0,1,183,2,1,1922,233,193,0.951,0.978,0.022,66
24-74,0.063,0.099,0.063,0.072,0.09,0.099,0.09,0.117,0.126,0.072,0.036,0.072,0.721,0.135,0.144,0,4,0,1,0,1,0,1,0,1,326,2,1,1927,157,201,0.939,0.561,0.439,111
24-75,0.08,0.066,0.085,0.089,0.08,0.094,0.085,0.089,0.103,0.108,0.042,0.08,0.859,0.014,0.127,0,4,1,4,0,2,1,4,0,2,138,2,1,1931.5,232,250,0.79,0.667,0.333,213
24-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,2008,134,201,0.19,0.476,0.524,0
24-77,0.114,0.086,0.029,0.171,0.143,0.029,0.143,0.057,0.086,0.057,0.029,0.057,0.429,0.057,0.514,0,3,0,0,0,1,0,0,0,1,88,2.5,3,1910,244,303,0.841,0.864,0.136,35
24-78,0.094,0.094,0.075,0.113,0.075,0.057,0.075,0.113,0.019,0.132,0.132,0.019,0.66,0.057,0.283,0,3,0,1,0,1,0,1,0,1,271,2,2,1910,171,201,0.926,0.69,0.31,53
24-79,0.119,0.048,0.071,0.071,0.048,0.048,0.119,0.167,0.119,0.095,0.048,0.048,0.548,0.143,0.286,0.024,3,0,0.5,0,1.5,0,1,0,2,534,2,1,2004,52.5,201,0.949,0.288,0.712,42
24-80,0,0,0,0,0,0,0,0.286,0,0.143,0.571,0,1,0,0,0,4,0,0,0,0,0,0,0,0,121,2,1,2004,35,201,0.802,0.066,0.934,7
24-81,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,3,0,0,0,0,0,0,0,0,43,2,1,2017,41,201,0.884,0.372,0.628,2
24-82,0.15,0.05,0.15,0.15,0.05,0.1,0.05,0,0.15,0.15,0,0,0.65,0.05,0.3,0,3,0,0,0,1,0,0,0,0.5,500,2,1,1986,102,201,0.976,0.284,0.716,20
24-83,0.056,0,0,0.111,0.278,0.111,0.167,0.111,0,0.056,0,0.111,0.778,0.167,0.056,0,3,0,0,0,0.5,0,0,0,0.5,85,2,1,1954,218,177,0.8,0.965,0.035,18
24-84,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,1968,2846,201,0,1,0,0
24-87,0.086,0.171,0.029,0.086,0.086,0.086,0.057,0.086,0.086,0.086,0.086,0.057,0.943,0,0.057,0,3,0,0,0,0,0,0,0,0,186,2,1,2011,33,201,0.887,0.054,0.946,35
24-88,0.116,0.14,0.093,0.093,0.14,0.023,0.116,0.093,0.047,0.047,0.023,0.07,0.791,0.047,0.163,0,4,0,0,0,0,0,0,0,0,888,2,1,2014,27,201,0.907,0.003,0.997,43
25-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1975.5,16551.5,288,1,1,0,0
25-15,0,0,0,0.25,0,0,0.25,0,0.25,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,2,1,1980,2511,201,0.75,1,0,4
25-18,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,6,1.5,1,1911.5,933,200.5,1,0.667,0.333,2
25-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.5,1963.5,1477,271.5,0.75,1,0,0
25-20,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,2.5,0,0.5,0,0,0,0.5,0,0,47,1,1,1967,780,98,1,1,0,2
25-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1977.5,1302,109.5,1,1,0,0
25-24,0.059,0.059,0,0.059,0.059,0.235,0.118,0.235,0.059,0,0.059,0.059,0.412,0.176,0.412,0,3,0,0,0,0,0,0,0,0,66,2,1.5,1956,709,201,0.939,0.818,0.182,17
25-25,0.037,0.074,0.074,0.074,0.074,0.074,0.148,0.148,0.074,0.074,0.074,0.074,0.815,0.074,0.111,0,4,0,0,0,0,0,0,0,0,200,2,1,1967,571,184.5,0.835,0.985,0.015,27
25-26,0,0,0.167,0,0.167,0,0,0.333,0,0.167,0,0.167,0.5,0.167,0.333,0,3,0,0,0,0,0,0,0,0,171,1,1,1963,557,103,1,1,0,6
25-27,0,0,0.125,0,0,0.5,0,0.25,0.125,0,0,0,0.75,0,0.25,0,3.5,0,0,0,0,0,0,0,0,138,1,1,1961.5,557,104,0.978,1,0,8
25-28,0,0,0,0,0,0.25,0,0,0.25,0,0,0.5,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,140,1,1,1966,582.5,104,0.993,1,0,4
25-29,0.2,0,0,0.1,0.1,0,0.1,0.2,0.1,0,0.2,0,0.8,0,0.2,0,2,0,0,0,0,0,0,0,0,178,2,1,1973,534,157,1,1,0,10
25-30,0,0,0,0,0,0.25,0,0,0.5,0,0,0.25,0.5,0,0.5,0,1.5,0,0,0,0,0,0,0,0,127,2,1,1968,609,123,0.992,1,0,4
25-31,0.154,0.154,0.154,0.038,0.038,0.077,0.077,0.058,0.038,0.058,0.038,0.115,0.846,0.019,0.135,0,4,0,1,0,0,0,1,0,1,120,2,1,1972,510,133,0.925,0.55,0.45,52
25-32,0,0.167,0,0.056,0,0.111,0.167,0.167,0.111,0.056,0.167,0,0.778,0.111,0.111,0,3,0,0,0,0.5,0,0,0,0.5,174,2,1,1972,248,131.5,1,0.408,0.592,18
25-33,0.333,0,0,0,0.333,0,0,0.333,0,0,0,0,0.667,0,0.333,0,3,0,0,0,0,0,0,0,0,106,1.5,1,1965,557,126,0.991,1,0,3
25-34,0.111,0.037,0.074,0,0.111,0.037,0.111,0.074,0.037,0.148,0.074,0.185,0.926,0.074,0,0,3,0,0,0,0,0,0,0,0,135,1,1,1966,557,124,0.978,1,0,27
25-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1967,762,165,0.706,1,0,0
25-36,0.077,0,0.077,0.077,0.154,0.231,0.077,0,0.154,0,0.077,0.077,0.615,0.154,0.231,0,4,0,0,0,0,0,0,0,0,16,2,1,1968,9097.5,201,0,1,0,13
25-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1964,5565,2258,0,1,0,0
25-38,0.111,0.111,0.111,0,0.222,0,0.222,0,0,0,0,0.222,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
25-39,0,0.071,0.071,0.071,0,0.143,0.071,0.286,0.214,0.071,0,0,0.857,0,0.143,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
25-40,0.19,0.048,0.048,0,0.048,0.048,0,0.048,0.19,0.143,0.143,0.095,0.952,0,0.048,0,3,0,0,0,0,0,0,0,0,12,1,1,1985.5,8385.5,2240.5,0,1,0,21
25-41,0.08,0.08,0.16,0,0.28,0.04,0.16,0.08,0.08,0,0.04,0,0.76,0.16,0.08,0,3,0,0,0,0,0,0,0,0,27,2,1,1989,4852,201,0,0.593,0.407,25
25-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1990,41541,1120,0,1,0,0
25-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1950,3234,201,1,1,0,0
25-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2016,79080,201,0,1,0,0
25-51,0,0,0,0.333,0,0.333,0,0,0,0,0.333,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1974,5325,2225,0,1,0,0
25-56,0.182,0.182,0.045,0.045,0.045,0.045,0.182,0,0.045,0.091,0.045,0.091,0.636,0.091,0.273,0,3,0,0,0,0,0,0,0,0,10,1,1,1961,7752,2806.5,0,1,0,22
25-57,0.2,0.2,0,0,0,0,0,0.3,0,0.2,0,0.1,1,0,0,0,3,0,0,0,0,0,0,0,0,5,1,1,1971,6181,2257,0,1,0,10
25-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,2000,30990,10023.5,0,1,0,0
25-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,1987,430,290.5,1,0.583,0.417,0
25-63,0.043,0.043,0.087,0.348,0,0.043,0.087,0.087,0.087,0.043,0.13,0,0.739,0.043,0.217,0,3,0,0,0,0,0,0,0,0,145,2,1,1980,513,254,0.786,0.697,0.303,23
25-64,0.039,0.118,0.059,0.078,0.059,0.059,0.137,0.118,0.098,0.098,0.098,0.039,0.647,0.039,0.314,0,4,0,0,0,1,0,1,0,1,34,2,1,2004,512.5,201,0.882,1,0,51
25-65,0.032,0.096,0.064,0.106,0.096,0.043,0.085,0.074,0.096,0.085,0.138,0.085,0.894,0.043,0.064,0,4,0,2,0,0,0,2,0,0,842,2,1,1973,37.5,233,0.917,0.007,0.993,94
25-66,0.059,0,0.176,0.059,0.118,0.059,0.118,0.118,0.118,0,0.059,0.118,0.882,0,0.118,0,3,0,0,0,0,0,0,0,0,194,2,1,1956,495,216.5,0.974,1,0,17
25-67,0.167,0.111,0,0.111,0.167,0.056,0.056,0.111,0,0.167,0,0.056,0.833,0.056,0.111,0,3,0,0,0,0,0,0,0,0,147,2,1,1966,551,248,0.98,0.986,0.014,18
25-68,0.043,0.043,0.043,0.13,0.13,0.087,0.087,0.13,0.043,0.043,0.217,0,0.957,0,0.043,0,3,0,0,0,0,0,0,0,0,181,2,1,1953,465,216,0.978,0.796,0.204,23
